"Log2FC_estimate","SE","pval","CI_lb","CI_ub","Number_Of_Comparisons","FDR","Human_EntrezGene.ID"
0.497952664343521,0.321466283874079,0.121380680181387,-0.132109674293604,1.12801500298065,5,0.42258066570351,"1"
0.44761953623949,0.761402701184264,0.556607449481542,-1.04470233581318,1.93994140829216,5,0.769048636984737,"10"
-0.9126776025406,0.366100709135728,0.0126680019062269,-1.6302218071612,-0.19513339792,5,0.127055504252265,"100"
-0.899641429678421,0.24967339659418,0.000314235081716621,-1.3889922949008,-0.410290564456044,5,0.0088450141805764,"1000"
-0.512707985984757,0.278373433924853,0.0655045176329434,-1.05830989073021,0.0328939187606941,5,0.327886389651436,"10000"
0.520825067779152,0.394259402620044,0.18649426286817,-0.25190916192241,1.29355929748071,5,0.493768710584738,"100009676"
-0.0933790805598521,0.111787056334068,0.403531936723595,-0.312477684912375,0.125719523792671,5,0.668585527068424,"10001"
-1.6649930482748,1.10773319599922,0.132822736624829,-3.83611021691272,0.506124120363109,5,0.436144152869344,"10002"
0.114473795444568,0.199573903986674,0.566244602511194,-0.276683868623367,0.505631459512504,5,0.774821031327377,"10003"
-0.0541734306014458,0.0762840575967808,0.477608626878789,-0.203687436085715,0.0953405748828235,5,0.720046575557173,"10004"
-0.207554986761057,0.848006014429955,0.8066449750721,-1.86961623371712,1.45450626019501,5,0.909821158336289,"100048912"
-0.518599067253727,0.672703161778451,0.440755456858577,-1.83707303662571,0.799874902118259,5,0.694606351356866,"100049716"
0.486840097439051,0.235462008681897,0.0386781124169837,0.0253430406950751,0.948337154183027,5,0.249818381433113,"10005"
-0.447495835762678,0.257063953950605,0.0817193890926986,-0.951331927229327,0.0563402557039711,5,0.361304793460845,"10006"
0.761980557316926,0.357748890215467,0.0331772859343427,0.0608056169854377,1.46315549764842,5,0.227436211957299,"10007"
-0.272439625155715,0.240355317751182,0.257009802460106,-0.743527391440713,0.198648141129283,5,0.557756018159765,"10008"
0.0582196163653781,0.18589957956201,0.754145604073508,-0.3061368643173,0.422576097048056,5,0.8815933936486,"10009"
1.25418241899675,0.252967872169554,7.12693621489475e-07,0.758374500298695,1.74999033769481,5,5.92129617187506e-05,"100093630"
-3.62428274806095,2.10792132956343,0.0855482253659302,-7.75573263624906,0.507167140127158,5,0.368231325158478,"1001"
0.0103577346545506,0.638780325112927,0.987062979067832,-1.24162869659957,1.26234416590867,5,0.995047310546641,"10010"
-0.214350785907187,0.222479385310847,0.335314930719221,-0.650402368419057,0.221700796604684,5,0.620023620590357,"100101467"
0.389992218988251,0.139992414763239,0.00533942169517095,0.115612127943508,0.664372310032993,5,0.0718771771150777,"10011"
-0.0983123856646262,0.44679165771094,0.825839393673299,-0.974007943371016,0.777383172041764,5,0.91805864219775,"100113407"
0.215196536040916,0.151875638705128,0.156504573997159,-0.0824742459501523,0.512867318031985,5,0.464307262123534,"100124700"
0.040535258750775,0.272372919843285,0.881693580357495,-0.493305854506078,0.574376372007628,5,0.948272383620736,"100125288"
-0.446406020718268,0.246234897621417,0.069843002009891,-0.929017551793153,0.0362055103566163,5,0.336393589390635,"100126791"
0.120124006135123,0.193789060836728,0.535343442791032,-0.259695573702706,0.499943585972952,5,0.755844396421769,"100126793"
1.42319408309098,0.866016901921631,0.100304520107078,-0.274167854678367,3.12055602086034,5,0.391978859565926,"100127888"
0.543807255244045,0.432155267726385,0.208261296174616,-0.303201505228934,1.39081601571702,5,0.514902880020043,"100127983"
-0.0782983443377182,0.0783009733198989,0.317326756636724,-0.231765431999152,0.0751687433237154,5,0.605103122213364,"100128025"
0.0410733925638066,0.0911353665646286,0.652216200241286,-0.137548643620721,0.219695428748334,5,0.828620008462009,"100128071"
-0.670373053915972,0.463244974170701,0.147862116365937,-1.57831651930973,0.237570411477788,5,0.45468723968219,"100128126"
-0.252565849231758,0.233754153138483,0.279930084093454,-0.710715570619845,0.205583872156328,5,0.576190106203329,"100128164"
-0.0736600495975802,0.0564024249665701,0.191561706671227,-0.18420677117278,0.0368866719776199,5,0.49947570199729,"100128176"
0.570077912324486,0.298875564201887,0.0564676572702728,-0.0157074293703006,1.15586325401927,5,0.306186701534626,"100128191"
0.321731750209954,0.48508319882417,0.507170032942792,-0.629013848990902,1.27247734941081,5,0.73830775374187,"100128239"
-1.13941872097831,2.36759504597037,0.630334744947052,-5.77981974105569,3.50098229909907,5,0.815168208463346,"100128252"
-0.118448805542168,0.0752607583959756,0.115523173324087,-0.26595718144745,0.0290595703631147,5,0.414304330230628,"100128262"
0.0201251631009705,0.0720116857790427,0.779883547399752,-0.121015147491968,0.161265473693909,5,0.895594438710017,"100128285"
-0.183686635331969,0.126693565201892,0.147100419372195,-0.432001460200655,0.0646281895367166,5,0.45338492588982,"100128292"
0.129601893424355,0.0679436453454485,0.0564570326833024,-0.00356520443108629,0.262768991279797,5,0.306186701534626,"100128554"
-0.379393026211336,0.292198290628073,0.194146668400306,-0.952091152186526,0.193305099763854,5,0.502193555103239,"100128590"
0.0813556011014609,0.119555161509353,0.496196849813562,-0.15296820962274,0.315679411825661,5,0.732019989662993,"100128594"
0.403434349509826,0.493701414845153,0.413835491984096,-0.564202642703143,1.37107134172279,5,0.675527923250264,"100128640"
-0.00629732969638704,0.377719368177124,0.986698300892125,-0.746613687586775,0.734019028194001,5,0.994868295040211,"100128653"
0.000839432772152262,0.305727507924402,0.997809259586306,-0.59837547184286,0.600054337387165,5,0.99950099271088,"100128731"
-0.32708477137932,0.264326602987503,0.215928746107519,-0.845155393390644,0.190985850632004,5,0.521450957277644,"100128750"
-0.410008073653268,0.507431495419811,0.419086696173337,-1.4045555292974,0.584539381990864,5,0.678923576605544,"100128782"
0.317037954699539,0.504211854590184,0.529493582598372,-0.671199120875368,1.30527503027445,5,0.753275807509965,"100128788"
1.32045956917927,0.462271558294308,0.00428395865725909,0.414423963845223,2.22649517451333,5,0.0612894246642125,"100128822"
1.00041714197364,1.02189450764676,0.327588480285387,-1.00245928901331,3.00329357296059,5,0.613992649220126,"100128881"
0.802525158147613,0.65362358768252,0.219518541582504,-0.478553533155985,2.08360384945121,5,0.525511453767865,"100128927"
-0.689770039329944,0.151994494717763,5.67565749889272e-06,-0.987673774825124,-0.391866303834764,5,0.000349567908966551,"100129034"
0.511555634741539,0.53041478895346,0.334823112658209,-0.528038248474655,1.55114951795773,5,0.619738106591543,"100129128"
0.215478094123863,0.198152767138844,0.276844967373975,-0.172894192905224,0.60385038115295,5,0.573789673505278,"100129195"
2.08843715382278,0.764092091398628,0.00627170865504035,0.590844173809578,3.58603013383597,5,0.0802295881838041,"100129196"
-0.118930484987713,0.0830905374334012,0.152333915219777,-0.281784945813257,0.0439239758378304,5,0.459130485184514,"100129250"
-0.0567399249551149,0.123111592240088,0.6448832193108,-0.298034211825068,0.184554361914838,5,0.824219316527882,"100129361"
1.59915866175378,0.967852898945185,0.0984786057863733,-0.29779816251147,3.49611548601902,5,0.389394460489987,"100129387"
0.757185034646483,0.206085271815814,0.000238656875747607,0.35326532414334,1.16110474514963,5,0.00710271358568253,"100129460"
