"","GSE15209_G144.GBM_vs_Fetal.NSC","GSE15209_G174.AnaOlig_vs_Fetal.NSC"
"1778",-0.160775,-0.087025
"178",0.8634,-0.136
"1780",1.8296,1.3399
"1781",-0.6452,-0.811166666666667
"1783",-0.120133333333333,-0.0595333333333333
"1785",-0.2061,0.1307
"1786",0.1344,0.3115
"1787",0.0324333333333333,-0.0884
"1788",-0.36,-0.6325
"1789",-0.4508,-0.5046
"1791",-0.0891,0.0784
"1793",-0.7469,-0.2208
"1794",0.1031,-0.0482
"1795",-0.4983,-0.2557
"1796",0.00655,0.1261
"1797",0.213766666666667,0.169166666666667
"1798",0.276,0.3717
"18",-2.7403,-1.45276666666667
"1800",-0.0606,-0.0576
"1801",-0.1359,-0.3143
"1802",0.1526,-0.1186
"1803",0.7268,1.2014
"1804",-1.22016666666667,-0.462633333333333
"1805",0.880166666666667,0.6006
"1806",2.17826666666667,0.6391
"1807",-0.225,0.0239
"1808",-0.3551,-0.5248
"1809",-0.1692,-1.4442
"181",-0.2592,-0.1404
"1810",0.188985714285714,-0.0871142857142857
"1811",-0.3316,-0.125
"1812",0.3068,-0.6969
"1813",0.398575,0.28675
"1814",-0.0201,0.0771
"1815",-0.0184,0.0262
"1819",0.0091,-0.033
"182",0.145625,0.230975
"1820",-0.51215,0.18065
"1821",-0.0564,0.118
"1822",-0.1698,-0.1048
"1823",-0.1206,0.0796
"1824",0.1254,0.06005
"1825",0.0584666666666667,0.0811666666666667
"1826",-0.971266666666667,0.0356666666666667
"1827",-0.4735,1.5546
"1828",-0.0968,0.0477
"1829",0.0478,1.2815
"183",0.5301,2.2119
"1830",-0.01045,-0.0265
"1831",-0.3715,-0.17375
"1832",0.2505,-0.2288
"1833",-0.0406,0.1321
"1836",0.1866,0.8466
"1837",-0.10455,-0.28065
"1838",-0.2071,-0.2041
"1839",-0.1829,0.282833333333333
"1840",-0.2173,-0.1416
"1841",0.2328,0.046525
"1842",1.971,0.3212
"1843",0.18635,0.6929
"1844",-0.1505,-0.0531
"1845",0.558366666666667,0.496066666666667
"1846",-2.86776666666667,-0.672433333333333
"1847",-0.5845,1.2186
"1848",-1.12743333333333,-0.345933333333333
"1849",0.52715,0.67615
"185",1.3033,1.24625
"1850",-0.4296,0.06675
"1852",-0.2232,0.365
"1854",-0.5735,-0.3217
"1855",0.0101,0.0649
"1856",-0.23755,-0.33355
"1857",-0.38805,-0.2802
"1859",-0.20696,-0.14176
"186",-0.165566666666667,-0.0207
"1861",0.2486,0.13425
"1869",-0.4426,-0.18405
"187",-0.0069,0.0449
"1870",-0.20535,-0.22255
"1871",-0.6835,-0.48875
"1874",-0.0191,0.02315
"1875",-0.5197,-1.2501
"1876",0.1031,0.0397
"1877",-0.1654,-0.108
"1879",0.825066666666667,1.28926666666667
"1880",-0.0373,-0.0372
"1889",0.47315,0.1779
"189",0.0048,-0.00346666666666667
"1891",-0.2682,0.299
"1892",-0.3054,-0.4664
"1893",0.0571,1.5382
"1894",0.87435,0.1163
"1896",0.0654,0.05736
"19",-0.491233333333333,-0.7508
"190",2.27615,0.5448
"1901",-0.744,-0.5796
"1902",0.268,0.809333333333333
"1903",0.370325,0.161775
"1906",-0.07905,-0.27755
"1907",-0.1808,-0.0182
"1908",-1.29675,-1.19155
"1909",1.6136,1.06266666666667
"191",-0.08,0.242
"1910",-0.617166666666667,-1.97393333333333
"1911",-0.36725,-0.64725
"1912",-0.4141,0.0186
"1915",-0.9925,-1.1609
"191585",-0.0346333333333333,0.00793333333333333
"1917",0.4121,0.2946
"192111",-0.2211,0.0711
"192134",-0.09785,0.05765
"192286",-0.4152,-0.1395
"192666",0.0589,-0.0232
"192668",1.1993,-0.1128
"192669",-0.0259,-0.023975
"192670",-0.626533333333333,-0.5629
"192683",-0.8464,-0.1849
"1933",0.2997,-0.1294
"1936",0.0922,-0.3333
"193629",-0.14125,-0.01485
"1937",-0.07315,-0.2987
"1938",-0.3539,-0.1276
"1939",0.2087,0.2022
"1942",-0.1209,0.9003
"1943",-0.71435,-0.27445
"1944",0.2178,0.2251
"1945",-0.027,-0.3766
"1946",-0.796966666666667,-0.62
"1947",-0.4855,-0.5574
"1948",-1.4092,-2.41565
"1949",-0.6232,-0.5141
"1950",-0.0329,-1.2195
"1951",-0.0152,0.10615
"1952",-1.6583,-0.84555
"1953",-0.006,0.23165
"1954",-0.82295,-0.2035
"1955",-1.0105,-0.8613
"1956",0.71675,0.1443375
"1958",-0.91875,-0.0913
"195814",0.0728,0.0628
"195827",1.2537,0.794
"195828",0.6657,0.4806
"1959",0.1824,0.7088
"196",3.9393,2.8762
"1960",-0.1282,0.4078
"196047",-0.04405,0.04945
"196051",-0.3507,0.5049
"196074",0.2827,0.302433333333333
"1961",0.0108,0.0446
"1962",0.1229,0.2709
"196264",-0.0262,-0.1167
"196294",0.23695,-0.56165
"196374",-0.1078,0.06695
"196383",0.5144,0.1087
"196385",-0.00946666666666666,0.0447
"196394",-0.528,0.1943
"1964",-0.142025,0.186725
"196403",-0.989975,0.498375
"196410",0.5131,-0.0926
"196415",-0.1356,0.0449
"196441",-0.16875,-0.159
"196446",-0.0548,0.0139
"196463",0.1247,0.51305
"196472",-0.2636,0.0108
"196475",-0.765233333333333,-0.590766666666667
"196477",-0.106,-0.0388
"1965",-0.0436,-0.104833333333333
"196500",-0.57645,-0.3316
"196513",0.0052,-0.1175
"196527",-0.5048,0.24675
"196528",-1.0774,-0.64545
"196541",-0.1712,0.015
"1967",0.2964,0.2508
"196740",-0.33254,0.2027
"196743",-0.38525,-0.37915
"1968",-0.0879,-0.1444
"196872",-0.1026,0.0357
"196883",-0.0628,0.1166
"1969",0.4397,-0.2721
"196913",-0.1131,-0.0633
"196951",-0.16095,-0.0426
"196968",-0.0246,-0.0442
"196993",-0.0862,-0.0378
"196996",-0.3303,-0.0178
"197",-0.158,0.02405
"197003",-0.0943,0.0585
"197021",0.2302,0.0139
"197131",-0.25885,0.15115
"197135",0.1991,0.3013
"197187",-0.02565,0.13805
"197196",-0.0027,-0.1532
"197257",0.1095,0.1836
"197258",0.1222,-0.0569
"197259",0.1115,0.4348
"197320",0.0959333333333333,0.0254666666666667
"197322",-0.07025,-0.04085
"197335",0.00384999999999999,-0.1178
"197350",-0.0756,0.1628
"197358",-0.2047,-0.1479
"197370",0.0795,0.1316
"1974",-0.042,0.3686
"197407",-0.8886,-0.6535
"1975",-0.59025,-0.68335
"1977",-0.02442,-0.04184
"1978",1.0072,1.1046
"1979",-1.014225,-0.854425
"1981",0.4332,0.186
"1982",-0.1428,-0.22975
"1983",0.12122,0.24844
"198437",-0.103,-0.043
"199",0.070525,0.0818
"1990",-9e-04,-0.0703
"1991",0.0883,0.0855
"1992",-0.2893,0.3735
"199221",0.1892,0.0362
"199223",-0.00889999999999999,0.09365
"1993",-1.4004,-0.97015
"1994",-0.46075,-0.16735
"1995",-1.86433333333333,-0.7676
"1996",-1.000125,-0.06255
"199675",-0.2521,-0.1149
"199692",-0.5986,-0.4401
"199699",0.0713,0.0606
"1997",-0.4459,0.275
"199704",-0.0671333333333333,0.467633333333333
"199720",-0.1905,-0.1056
"199731",-1.41763333333333,-0.0596666666666667
"199745",-0.7305,0.0359
"199746",-0.1684,0.4866
"199777",-0.0127666666666667,-0.0531333333333333
"199786",-0.131433333333333,-0.0108666666666667
"1998",-0.0774,-0.1826
"199800",-0.0532,-0.0298
"199857",0.342,0.0136
"199870",0.154,-0.09695
"199899",-0.2898,0.0172
"1999",-0.0753,-0.0954
"199920",-0.1761,-0.15175
"199953",-0.05835,-0.13935
"199964",-0.0751,0.0921
"199990",-0.0703833333333333,-0.101833333333333
"2",-1.6187,-1.8747
"20",-0.17785,-0.0161
"2000",1.46115,0.90455
"200010",-0.1087,0.1247
"200014",0.3192,0.1543
"200035",-0.2441,-0.0226
"200081",0.5463,0.2839
"2001",0.0854,0.1131
"200132",-0.2131,-0.0526
"200150",-1.97765,-0.4336
"200159",0.1981,0.1395
"200162",-0.15,0.0847
"200172",-0.0549,0.043
"200185",0.5019,0.3284
"200186",0.1193,0.0351
"200197",-0.1339,-0.0142
"2002",0.0317333333333333,0.272466666666667
"200205",-0.178066666666667,-0.249266666666667
"200232",0.1554,0.0083
"200261",-0.1611,0.0149
"200298",-0.1045,-0.0986
"200312",-0.2027,-0.1022
"200315",0.3667,0.1693
"200316",0.4184,0.0998
"200373",-0.22795,-0.0168
"2004",0.88465,0.7513
"200403",0.048675,0.07685
"200407",-0.04605,0.1869
"200420",-0.1623,-0.1065
"200424",-0.491666666666667,-0.554766666666667
"2005",0.312066666666667,0.228933333333333
"200504",0.0657,0.0821
"200523",-0.1522,0.0661
"200539",-0.1655,-5.00000000000001e-05
"200558",0.8108,0.2074
"200576",-0.0243,-0.0329
"2006",0.38895,0.81855
"200634",-0.0124,-0.0433
"200728",0.4167,0.0227
"200734",-0.43095,-0.2599
"200765",-0.4787,-0.581
"200772",0.1155,0.109
"200844",0.2655,-0.0471
"200845",0.1413,-0.2205
"200879",0.1497,0.17875
"200894",0.8533,0.1034
"200895",0.2519,0.1717
"2009",1.4936,0.34085
"200916",-0.6612,0.0648
"200931",0.1049,0.0065
"200933",-0.215333333333333,-0.0878
"200942",-0.6167,-0.3203
"200958",0.6757,0.1545
"200959",-0.1691,0.0691
"2010",0.4211,0.1413
"2011",-0.22385,-0.2549
"201134",0.2893,-0.2907
"201140",-0.111,-0.1092
"201158",-0.0821,-0.0381
"201161",-0.90625,-3.24035
"201163",0.095525,-0.0039
"201164",0.6324,0.3809
"201176",0.12335,0.07905
"201181",0.3208,0.0535
"201191",-0.4172,-0.298575
"2012",0.40586,0.60248
"201229",0.1994,-9e-04
"201243",-0.0918,-0.0336
"201254",0.098,0.1579
"201255",-0.0662,-0.0438
"201266",0.4268,0.5289
"201292",-0.0157,-0.0508
"201294",0.09,0.05115
"201299",0.6346,0.022
"2013",-0.188266666666667,-0.164966666666667
"201305",-0.4535,0.0036
"2014",0.4854,0.8586
"201456",0.7278,0.21
"201475",0.06555,-0.16655
"201477",0.0695,0.0994
"2015",-0.0633,-0.0631
"201501",-0.2039,-0.12865
"201514",-0.1981,0.2121
"201516",0.0927,0.11545
"201562",0.5924,0.02675
"201595",0.7077,0.2967
"2016",-0.1806,-0.105
"201617",-0.2164,-0.037
"201625",0.13775,0.12665
"201626",0.2389,0.169066666666667
"201627",0.1796,-0.189
"201633",-0.1773,0.0155
"201651",-0.0751,-0.0026
"2017",0.196,0.289866666666667
"201725",-0.000149999999999997,-0.3541
"201780",-0.4592,-1.8337
"201798",0.26525,0.0594
"201799",1.488,0.7652
"2018",-0.9811,-0.9453
"201853",-0.1957,-0.1135
"201895",0.18256,0.18116
"2019",0.0995,0.4283
"201931",0.7446,0.33485
"201965",0.006,0.0548
"201973",0.6966,0.3191
"202",2.704,0.8853
"2020",0.3039,1.3051
"202018",-0.0025,-0.163866666666667
"202051",0.14285,0.00395
"202052",-0.7396,-0.782666666666667
"2021",-0.3178,0.0715
"202151",0.3021,-0.0352
"2022",0.8366,0.0431
"202243",0.14965,0.44325
"202299",-0.2126,-0.0506
"2023",1.39215,0.4045
"202309",-0.0623,-0.0038
"202333",0.08915,0.2155
"202374",1.06286666666667,-0.0332666666666667
"202459",-0.0995,-0.0085
"202500",-0.1399,0.1497
"202559",-0.1141,0.0083
"2026",-0.6267,0.1605
"2027",0.0889,0.28735
"202781",0.7396,0.8183
"2028",-0.05375,0.1402
"202865",0.0528,-0.0668
"2029",-0.05688,-0.14428
"202915",0.0104,0.00245
"203",-0.3557,-0.0548
"2030",0.1436,0.63315
"203054",-0.0149,-0.1065
"203062",-0.218766666666667,-0.0858
"203068",-0.1683,-0.0544
"203069",-0.2712,-0.28355
"203074",-0.2272,-0.0287
"203076",-0.157,-0.0933
"203100",0.1844,0.0239
"203102",-0.0077,-0.0523
"203111",-0.10535,0.0517
"203190",-0.1503,0.0851
"203197",0.3339,0.2687
"203228",-0.629133333333333,-0.178833333333333
"203238",-0.21514,-0.15062
"203245",-0.1953,-0.1437
"203259",-0.0789,-0.043
"203260",0.1317,0.087
"203274",-0.08765,-0.0539
"203286",-0.0564333333333333,0.0394
"2033",-0.2026,-0.4623
"203328",0.0524,0.0053
"2034",1.33815,2.06205
"203413",0.0272,0.1109
"203414",-0.7259,0.0164
"203427",3.3175,2.5972
"203430",-0.009,-0.0583
"203447",-0.22625,-0.0615
"2035",0.476266666666667,0.4258
"203522",0.0544,-0.1167
"203523",0.1164,0.00865
"203547",-0.00175,-0.14405
"203562",0.2886,0.3225
"2036",-0.328066666666667,-0.182966666666667
"2037",1.2874,0.4516
"2038",-0.2978,-0.133
"203859",0.0838,0.4602
"2039",-0.3222,0.0517
"204",0.43002,0.32078
"2040",1.6796,1.00473333333333
"2041",-0.092,0.1053
"2042",0.0888,-0.9292
"204219",-0.0184,0.03785
"2043",0.43582,-0.23054
"2044",1.8658,-0.3937
"204474",-0.2016,0.0054
"2045",-0.964525,-1.877875
"2046",-0.05555,0.05795
"2047",-2.07246666666667,-1.2559
"2048",-0.46905,-0.802883333333333
"204801",-0.1778,0.0785
"204851",0.343625,-0.070825
"2049",-1.06755,-1.24025
"204962",1.393725,-0.414675
"205",2.45655,1.278775
"2050",0.43435,0.0457
"2051",-0.2278,0.1032
"205147",-0.143733333333333,0.0362333333333333
"2052",1.3331,-0.5249
"205251",1.054,0.2402
"2053",0.7012,0.163
"205327",0.04355,-0.0073
"2054",-0.2258,-0.0977
"205428",0.3931,-0.68795
"2055",-0.37006,-0.13984
"205564",0.161466666666667,0.0998666666666667
"2056",-0.16425,-0.00174999999999999
"2057",0.23406,0.63164
"205717",0.14718,-0.06116
"2058",0.535233333333333,0.190433333333333
"205860",-0.0264,0.089
"2059",1.0893,0.6796
"2060",-0.16705,-0.10015
"2063",-0.30095,0.07715
"206338",-0.1437,0.1343
"206358",-0.31545,-0.0041
"2064",-0.847566666666667,-0.0764666666666667
"206412",0.09475,-0.01295
"2065",-0.17292,0.71624
"2066",-1.2218,-1.363
"2067",-0.599533333333333,0.347033333333333
"2068",-0.42255,0.25265
"2069",1.9609,1.5739
"207",-0.5835,-0.2824
"2070",-2.5325,-2.5864
"207063",-0.29905,-0.2036
"2071",0.1205,0.0523
"207107",-1.7069,-0.9765
"207147",-0.1729,0.0343
"2072",0.21855,0.32475
"2074",-0.19335,-0.06495
"2077",-0.7931,0.4601
"2078",0.0292,-0.000574999999999999
"2079",-0.2639,-0.207
"208",-0.40982,0.04276
"2081",0.59345,0.5259
"2086",0.4949,0.1235
"2091",-0.7186,-0.0752
"2098",-0.3358,-0.30295
"2099",-0.0752333333333333,0.00218333333333333
"21",-0.9812,-0.2706
"210",0.394,0.2463
"2100",0.0428,0.0563
"2101",0.0257,0.1972
"2103",-0.3068,0.0139
"2104",2.4158,0.4193
"2107",0.1122,-0.0081
"2108",-0.3116,0.3394
"2109",-0.4244,0.5274
"211",0.8006,0.5157
"2110",1.08425,0.57035
"2113",0.445633333333333,0.641733333333333
"2114",2.1256,2.357
"2115",-0.54598,-0.567
"2116",-0.4727,-0.319
"2117",-0.0323,0.0449
"2118",0.04085,-0.5008
"2119",-0.374833333333333,-0.322766666666667
"212",-0.12305,-0.07475
"2120",-0.517675,-0.0348
"2121",-0.10815,0.0134
"2122",3.97395,1.2273
"2123",-0.5203,0.9765
"2124",0.1571,0.8128
"2125",-0.2046,-0.0481
"2128",-0.23435,-0.1449
"213",0.8062,0.124
"2130",-0.101166666666667,-0.207666666666667
"2131",0.2453,-0.0893666666666667
"2132",-0.321575,-0.12805
"2134",-0.2501,0.0404
"2135",0.0812,-0.0766
"2137",0.1612,-0.2047
"2138",1.3315,-0.098
"2139",-0.7224,-0.4822
"214",0.532466666666667,0.681233333333333
"2140",0.0516,0.058175
"2145",-0.160825,0.053625
"2146",0.0943,-0.4962
"2147",-0.1045,-0.1224
"2149",-0.6589,-0.5046
"215",-0.0064,0.0397
"2150",1.36785,-0.7603
"2151",1.33005,-0.38055
"2152",0.016,0.0674
"2153",0.0392666666666667,0.0772666666666667
"2155",0.0268,0.0359
"2157",1.5172,1.1241
"2158",-0.129,0.1375
"2159",-0.3635,-0.1114
"216",2.5986,0.7766
"2160",0.03855,0.0303
"2161",0.3804,1.1191
"2162",-0.1217,0.8405
"2165",-0.0953,0.0295
"2166",-0.0669,0.0218
"2167",0.24205,-0.0339
"2168",-0.3532,-0.0382
"2169",-0.0624,-0.0395
"217",-0.1661,-0.3288
"2170",-0.19415,0.42805
"2172",-0.06655,0.02975
"2173",-0.575766666666667,-1.59723333333333
"2175",0.00475,-0.1307
"2176",-0.0761,-0.1272
"2177",0.19855,-0.57925
"2178",-0.2062,-0.2051
"218",1.964,0.2904
"2180",0.7801,0.7024
"2181",-0.471466666666667,-0.332666666666667
"2182",0.7136,1.23865
"2184",0.7836,0.6362
"2185",-0.2064,-0.11805
"2186",-0.57,-0.10125
"2187",0.246,0.0810333333333333
"2188",0.10405,-0.1659
"2189",0.0319,-0.289
"219",-0.3942,-0.1077
"2191",3.6972,1.6984
"2192",0.45135,-0.93175
"219285",1.87983333333333,0.821666666666667
"219287",-3.39473333333333,-2.54466666666667
"219293",4e-04,0.1843
"2193",0.11635,0.19645
"219333",-0.63015,-0.12895
"219347",0.0044,0.0515
"219348",-0.04315,0.27535
"2194",-0.0779,0.08935
"219402",-0.5852,-0.1817
"219409",-0.63865,-0.37905
"2195",-4.7949,-0.4361
"219525",-0.0021,0.0388
"219527",0.1896,0.1142
"219537",0.1715,0.1445
"219539",-0.4293,0.4015
"219541",0.02615,-0.2075
"219557",-0.1956,-0.1622
"219578",-0.0169,0.1438
"2196",-0.1023,0.0057
"219621",0.5513,0.2093
"219623",-0.027,-0.039
"219654",-0.2603,-0.2608
"219670",-1.0424,-0.8887
"219681",-0.5119,-0.3284
"219699",-0.489333333333333,-0.8965
"2197",0.1051,-0.2961
"219731",-0.0878,-0.0175
"219736",-0.66725,-0.94765
"219738",0.0658,0.0775
"219743",-0.13665,0.15305
"219749",-0.72885,-0.1657
"219770",-0.1819,0.0236
"219771",-0.69775,-0.3141
"219790",-0.5474,-0.9856
"219793",-0.1124,-0.0536
"219833",0.7762,0.0696
"219844",-0.5397,-1.1724
"219854",0.00366666666666667,-0.246533333333333
"219855",-0.0642,0.1138
"219899",0.1328,0.1181
"2199",-0.0545,-0.2803
"219902",-0.330466666666667,-0.164566666666667
"219927",-0.2144,-0.328
"219931",0.299525,0.200125
"219938",-0.0087,0.0658
"219970",-0.2126,-0.1805
"219972",0.02235,-0.09225
"219988",0.15315,0.135675
"219990",0.0109,0.0319
"219995",-0.2123,-0.0656
"22",0.4253,-0.0034
"220",2.0512,1.2207
"2200",0.663933333333333,1.7799
"220001",-0.2108,0.158
"220002",0.5255,0.7803
"220004",0.1763,0.0432
"220042",0.2309,-0.0596
"220047",0.0894,0.0698
"220064",0.03775,0.07775
"220070",-0.1592,-0.0267
"220074",-0.1724,-0.1974
"220082",-0.23655,-0.13655
"2201",-0.6218,-2.9928
"220108",-0.10924,-0.20602
"220134",0.4803,-0.0141
"220136",0.39955,0.05695
"220164",-1.31896666666667,-1.0797
"2202",2.75065,1.51225
"220202",-0.18755,0.0236
"220213",-0.4452,-0.0841
"220296",-0.3096,-0.3172
"2203",-0.1658,-0.0803
"220323",-0.5658,0.0571
"220359",-0.5279,-0.3232
"220382",-1.5025,-0.84465
"220388",-0.1691,-0.1154
"220416",0.2326,0.0485
"220441",0.08795,0.06795
"2205",-0.0557,-0.0157
"2206",-0.0023,-0.0015
"2207",-0.0191,0.05035
"2208",-0.33425,-0.0363
"220929",-0.3662,-0.03245
"220930",-0.3974,-0.3349
"220963",0.0583,-1.8277
"220965",-0.9145,-0.8245
"220972",-0.74405,-0.68945
"220979",-0.591,-0.5578
"220980",0.1066,0.1899
"220988",0.03095,-0.3764
"220992",-0.0854,0.3949
"221",0.62135,0.2398
"221002",0.3739,0.0409
"221035",-0.42215,-0.18905
"221037",-0.6131,-0.434375
"221044",-0.1535,-0.0832
"221061",-1.8613,-0.5841
"221074",-1.0602,-1.22
"221078",-0.1988,-0.0396
"221079",-0.693,-0.429
"221091",0.9108,0.5929
"221092",-0.4692,0.015
"221120",0.1795,0.2651
"221122",-0.0091,-0.0618
"221143",0.3493,0.2137
"221150",-0.314,-0.6059
"221154",-0.8987,-0.4564
"221178",-0.348166666666667,-0.1792
"221184",-1.2881,-0.966
"221188",-0.0743,-0.131
"221191",0.0479,-0.1592
"221223",-0.0803,-0.0556
"221241",-0.1309,-0.1382
"221264",-0.309733333333333,-0.0183666666666667
"221294",1.33795,0.1387
"2213",0.0097,0.2884
"221301",0.0904,0.0713
"221302",-0.0241,-0.125
"221303",-0.3531,-0.17
"221322",-0.1493,-0.1369
"221336",0.1579,-0.3081
"221391",-0.0291,-0.01425
"221393",-0.12115,0.0876
"221395",0.19885,0.17215
"221400",-0.2264,0.1044
"221409",-9e-04,0.0435
"221416",-0.09635,-0.1321
"221421",-0.4253,-0.1635
"221424",-0.0785,-0.1056
"221442",0.2463,-0.0247
"221443",-0.2142,-0.3229
"221458",-0.05542,0.09498
"221468",0.1196,0.0726
"221472",-0.175866666666667,-0.0518
"221476",0.0454,-0.0033
"221477",0.320675,0.02285
"221481",-0.0073,-0.0262
"221491",0.2211,0.3703
"221496",-0.1522,-0.2087
"221504",-0.0239,-0.0503
"221527",-0.0297,-0.0847
"221545",-0.28165,0.0446
"221584",-0.1398,-0.0252
"221656",0.1058,0.09485
"221662",-0.4725,-0.4946
"221687",0.0382,0.537
"221692",0.0504,0.0456
"2217",0.1427,0.4997
"221710",0.0119666666666667,0.150366666666667
"221711",-0.3383,-0.2003
"221718",-0.09705,0.2029
"221749",-0.71,0.3668
"221756",0.0324,0.1412
"221785",0.1721,0.153466666666667
"221786",0.3776,0.3189
"2218",0.4652,0.0866
"221806",1.93325,0.07005
"221823",-0.0217,0.1663
"221830",0.91425,1.28955
"221833",-1.5862,-2.22995
"221883",-0.1648,0.0785
"221895",2.51005,2.43245
"2219",-0.2486,0.00375
"221908",0.6379,0.295
"221914",-1.3515,-0.7715
"221927",0.5584,0.3701
"221935",-0.02345,-0.99185
"221937",0.21695,0.3577
"221938",-0.0911,-0.1018
"221946",-0.1538,-0.0547
"221955",-0.3166,0.562133333333333
"221981",2.848525,1.767625
"222",-0.23035,-0.03455
"2220",0.0375,0.1552
"222008",0.0661,0.4508
"222029",-0.0449,0.0356
"222068",0.378366666666667,0.349
"222161",0.4577,0.2963
"222166",-0.76065,-0.48945
"222171",1.1387,0.1795
"222183",-0.1757,-0.0256
"222194",0.350925,0.225925
"2222",0.4559,0.10745
"222223",-0.63375,-0.58
"222229",0.1854,0.3694
"222235",0.259,-0.039
"222236",1.1418,0.81385
"222255",-0.0539,0.08585
"222256",-0.3332,-0.28845
"222389",-0.8836,-0.4298
"222484",-0.2896,0.1274
"222487",-0.1788,-0.0401
"222537",0.7781,0.4938
"222545",-0.242,-0.0786
"222546",0.0057,0.0029
"222553",-2.3022,-1.8431
"222584",-0.0345,-0.0087
"222611",-0.2677,-0.2224
"222642",-0.0684,-0.0122
"222643",0.0092,0.1664
"222658",-0.136133333333333,-0.605666666666667
"222659",0.0142,0.0936
"222662",-0.0244,-0.1027
"222663",-0.24825,0.0351
"222696",-0.1456,0.0068
"222698",-0.09005,-0.03815
"222826",-0.0374,0.1554
"222865",0.7944,0.5473
"222894",-0.1073,-0.0732
"222950",-0.0961,-0.0919
"222962",-0.21455,-0.13325
"223",-0.8106,-0.8016
"2230",-0.0880333333333333,-0.165633333333333
"223075",-0.2391,-0.1296
"223082",0.7164,0.9104
"223117",-0.2639,0.0177
"2232",-0.1433,-0.3986
"2235",0.4591,0.0311333333333333
"2237",-0.15395,-0.5485
"2239",-1.1071,-2.0981
"224",1.38633333333333,0.854866666666667
"2241",-0.350766666666667,-0.333
"2242",-0.2779,0.042
"2243",0.161,0.1018
"2244",-0.0971,-0.0083
"2245",-0.3189,-0.2257
"2246",-0.118333333333333,-0.495166666666667
"2247",0.9745,1.3036
"2248",-0.6934,-0.566
"2249",-0.06565,-0.05175
"225",-1.2965,-0.4626
"2250",0.2674,0.344333333333333
"2251",-0.0742,0.0478
"2253",-0.1047,-0.0467
"2254",-1.12665,-0.65405
"2255",-0.1923,-0.0802
"2256",-0.01815,0.2631
"225689",-0.04955,0.0224
"2257",1.25306666666667,0.847933333333333
"2258",1.12365,0.03355
"2259",0.0977,0.75454
"2260",-0.1299,-0.509366666666667
"2261",-1.64975,-1.20695
"2262",-0.118,-0.0044
"2263",-0.570516666666667,-0.85365
"2264",-0.01405,0.107725
"2266",0.0945,0.0551
"2267",0.069,0.0698
"2268",-0.1582,0.0643
"2271",0.6862,0.071
"2272",0.0074,0.4538
"2273",-0.0217,-0.1593
"2274",1.5363,-0.5811
"2275",0.0145,0.0952
"22794",-0.381,-0.3772
"22795",0.687,3.58
"22796",-0.0798,-0.0632
"22797",0.0580666666666667,0.0067
"22798",-0.00123333333333333,-0.0418
"2280",-0.2463,0.9375
"22800",0.292366666666667,0.633433333333333
"22801",-0.3047,0.0300333333333333
"22802",-0.0484,-0.0449
"22803",-0.28475,-0.0148
"22806",-0.140566666666667,-0.0117666666666667
"22807",-0.2037,-0.187433333333333
"22808",-0.55765,-0.15285
"22809",0.2852,0.3278
"2281",-0.56755,-1.06575
"22818",-0.08375,0.16715
"22820",0.2386,0.5014
"22821",-0.26875,-0.19495
"22822",0.637316666666667,0.521583333333333
"22823",-0.11896,-0.34062
"22824",0.88245,0.06645
"22826",-0.00856666666666667,-0.0982
"22827",-0.253,-0.5521
"22828",-0.1311,-0.411
"22829",-0.2946,-0.1167767
"22832",-0.0729,-0.50725
"22834",0.444,0.163466666666667
"22835",-1.1379,-0.4596
"22836",-0.69948,0.18854
"22837",0.50414,0.03164
"22838",-0.267,0.028
"22839",-0.668966666666667,-0.229633333333333
"22841",0.03035,-0.05295
"22843",-1.67545,-1.464
"22844",-0.4199,0.1606
"22845",0.0542,-0.1356
"22846",-1.6084,-0.4226
"22847",-0.4267,0.0185
"22848",0.174016666666667,0.0839666666666667
"22849",-0.105066666666667,0.1732
"22850",-0.34915,-0.2635
"22852",-0.3753,-0.1026
"22853",-0.3432,0.03075
"22854",0.60505,-0.04765
"22856",-0.2612,-0.0562
"22858",0.0286,-0.1118
"22859",-0.148233333333333,-0.135166666666667
"22861",-0.148066666666667,0.0491666666666667
"22862",0.0717666666666667,0.1537
"22863",-0.0773,-0.1198
"22864",0.2722,-0.0167
"22865",-0.1562,0.9641
"22866",-0.3413,-0.0890333333333333
"22868",0.445366666666667,-0.0482
"22869",-0.2785,-0.19895
"2287",-0.756,-0.6209
"22870",-0.2778,0.3383
"22871",0.48335,-0.23985
"22872",0.20775,0.07835
"22873",0.25165,0.2321
"22874",0.7483,0.31485
"22875",0.91655,0.4473
"22876",-0.5505,-0.4932
"22877",-0.98715,0.059025
"22878",0.3618,0.2953
"22879",-0.0489,-0.10295
"2288",0.49575,0.352975
"22880",-0.364966666666667,-0.248766666666667
"22881",-0.03935,-1.03775
"22882",-1.3943,-1.0003
"22883",-0.3095,-0.4785
"22884",-0.5335,-0.4254
"22885",0.5098,0.5617
"22887",0.1782,0.14195
"22888",-0.1458,0.0583
"22889",0.4276,0.1674
"2289",-0.1979,0.1866
"22890",-0.20795,0.03005
"22891",0.5227,0.4587
"22893",-0.8369,-0.1984
"22894",0.1779,-0.21278
"22895",-0.5778,4.586e-05
"22897",0.0437,-0.0218666666666667
"22898",0.3197,0.07435
"22899",-0.18305,-0.05465
"229",0.01985,0.045175
"2290",1.0915,0.4582
"22900",-0.47495,-0.211925
"22901",-0.03205,0.1182
"22902",-1.46438333333333,-0.914516666666667
