"","GSE75147_G166.GBM_vs_Fetal.NSC","GSE75147_GSC-0827.GBM_vs_Fetal.NSC"
"10344",-0.5693,7.2529
"10345",2.1823,0.0459
"10346",-6.2204,-2.7871
"10347",-0.5491,1.2338
"10349",-0.7192,2.0297
"10350",0.333,4.5735
"10351",4.4087,1.7067
"10352",-1.4917,-0.3089
"10360",1.8846,-0.1577
"10361",-1.4679,0.495
"10362",0.767,0.9011
"10363",0.578,-0.7896
"10365",-0.9988,-1.3785
"10367",-1.8786,-1.5864
"10370",-1.2938,-0.3959
"10371",-2.0594,-1.8291
"10376",0.8635,1.084
"10379",-1.8482,-1.5337
"10380",0.2546,-0.1933
"10381",1.5256,-0.7928
"10382",8.1794,6.836
"10383",0.5461,0.8527
"10384",-1.7661,-1.808
"10385",-0.2139,1.3644
"10388",-3.1671,-1.2784
"10389",1.9005,1.1871
"10390",-0.6224,0.2364
"10391",-0.6073,-7.801
"10392",-0.4526,0.0485
"10393",-0.2595,0.5323
"10395",-10,-1.1637
"10396",5.1501,5.0966
"10397",6.6795,3.8448
"10398",-6.6074,-4.5481
"10399",0.8028,0.6454
"10400",1.6379,1.2211
"10401",-0.9545,-0.1542
"10402",7.3068,4.2901
"10403",-0.6089,-1.2386
"10404",-1.6958,1.3715
"10406",0.7279,1.8515
"10409",-8.9673,-7.8325
"10410",-6.4315,-3.0454
"10411",1.9479,-0.0995
"10412",0.6933,0.2688
"10413",-1.7513,-0.5666
"10417",-5.3549,-8.0255
"10418",-2.2258,-2.6323
"10419",1.8673,0.8487
"10420",-1.6335,1.8533
"10421",0.6692,0.2936
"10422",0.6042,0.692
"10423",1.5161,0.4681
"10424",-0.758,-0.5873
"10425",0.5829,0.6789
"10426",-0.3941,0.0454
"10427",-0.4491,-0.2171
"10428",0.5394,-0.5243
"10430",0.6179,0.9424
"10432",1.6978,1.3256
"10434",0.5268,-0.0582
"10435",-1.8814,-2.4757
"10436",1.0791,0.7598
"10437",-2.9873,-0.4526
"10438",-0.6775,-0.6849
"10439",-3.3602,-3.1561
"10440",0.2017,0.2933
"10443",-1.6719,-0.9595
"10444",-0.8066,0.0914
"10445",0.8893,0.6063
"10446",4.1462,-0.6909
"10447",-0.2658,-0.3589
"10449",0.7452,-2.7983
"10450",-0.1006,0.8996
"10451",9.2971,7.1683
"10452",1.9062,1.1024
"10454",0.9789,0.4766
"10455",-0.2015,0.1637
"10456",0.0852,1.0399
"10457",-2.6853,2.4645
"10458",-0.5039,0.1429
"10459",0.8772,1.4964
"10460",1.0845,1.9118
"10461",2.3614,-1.9152
"10463",-0.1565,0.1801
"10464",-0.9532,-1.1016
"10465",0.4995,0.7888
"10466",-1.1983,-0.7979
"10467",0.9702,0.3482
"10468",-5.6353,0.3555
"10469",1.4993,1.3256
"10471",1.3334,1.3241
"10472",-1.2615,-0.279
"10473",-0.0187,0.2513
"10474",0.2421,0.4972
"10475",-4.8423,0.6881
"10476",-0.324,0.7342
"10477",-1.7509,0.313
"10478",0.7325,-0.0664
"10479",-0.1288,0.487
"10480",-0.2523,0.6144
"10481",0.7778,7.2187
"10482",-0.0412,-0.2095
"10483",0.4096,0.6973
"10484",-0.9773,-1.0986
"10485",10.5081,2.2393
"10486",-4.3581,-1.6352
"10487",-1.865,-0.1414
"10488",-0.854,-0.011
"10489",-0.1453,0.5502
"10490",0.5021,-0.6106
"10491",0.6652,1.0419
"10492",0.3474,-0.0939
"10493",0.6976,0.3358
"10494",-0.0925,-1.1976
"10495",-1.4963,-0.1141
"10497",-0.1487,-0.1779
"10498",0.8887,-0.299
"10499",-0.3188,-1.0694
"10500",-0.7422,-1.3019
"10501",-2.7371,2.5144
"10505",-0.2317,0.1499
"10507",0.2583,2.3777
"10509",2.7814,1.861
"10512",-4.5091,-1.0914
"10513",-1.2892,-0.9233
"10514",2.6351,1.2966
"10516",-10.6855,-11.3778
"10517",1.1295,2.7041
"10518",1.7444,0.5934
"10519",0.0806,0.2293
"10520",-0.9332,-0.1972
"10521",0.3383,-0.1596
"10522",0.8776,1.1143
"10523",2.025,1.2867
"10524",-0.261,-0.3202
"10525",0.4386,0.3331
"10526",-0.4309,-0.042
"10527",0.2821,0.5159
"10528",2.155,0.994
"10529",-7.0491,2.6195
"10531",-0.0025,0.278
"10533",0.0208,0.6462
"10534",0.8203,1.1781
"10535",1.5451,1.509
"10536",-0.0889,-1.3528
"10537",-9.8896,-6.2317
"10539",0.7249,0.1356
"10540",-0.1465,0.2928
"10541",1.1384,0.4503
"10542",-0.4053,0.6164
"10544",-0.487,1.3282
"10548",-0.0099,-0.2292
"10549",1.0969,0.8942
"10550",-2.3165,-0.4001
"10552",-0.2977,0.555
"10553",-4.4106,-3.8407
"10554",0.0488,0.2244
"10555",1.3498,1.1684
"10556",0.1894,0.0253
"10557",0.2769,-0.2311
"10558",-0.529,-0.6747
"10559",-0.4938,-0.1373
"10560",1.8897,1.0724
"10561",-8.1004,-1.4184
"10564",0.5583,0.3451
"10565",-0.3543,-0.5539
"10566",1.6263,-2.5611
"10567",0.8114,0.1659
"10568",1.4187,1.4162
"10569",-0.6104,-0.2866
"10570",-0.1722,-0.6026
"10572",2.1165,1.3054
"10573",1.4948,0.7784
"10574",1.2207,0.2209
"10575",1.1342,0.4374
"10576",1.2076,0.3598
"10577",-1.5586,-1.3452
"10579",-1.0391,-1.856
"10580",2.8027,1.9232
"10581",-2.5238,-7.3007
"10585",-0.1795,0.4933
"10586",-6.6999,-2.5089
"10587",0.8922,0.752
"10588",0.1313,1.0607
"10589",-0.628,0.8489
"10591",2.7175,2.5381
"10592",0.1453,0.2571
"10594",1.0078,0.4333
"10595",-0.7262,-0.7572
"10597",-0.9667,0.6732
"10598",2.121,0.24
"10600",-0.5882,-0.469
"10602",5.9427,5.0064
"10603",3.8174,2.1676
"10605",-0.1113,-0.7212
"10606",1.326,0.662
"10607",2.5656,1.2393
"10608",0.105,-0.6671
"10609",1.2495,0.7392
"10610",4.6159,8.1254
"10611",-1.8577,-0.4836
"10612",0.3578,0.2751
"10613",-0.5919,-0.7288
"10614",0.9392,1.3097
"10615",0.647,1.1629
"10616",-0.366,0.8283
"10617",-0.3424,0.7069
"10618",-0.6349,-0.3055
"10620",1.034,0.9942
"10621",0.8532,0.3548
"10622",3.0668,2.1694
"10623",-0.1842,0.0614
"10625",0.504,1.2173
"10626",-0.9103,0.2263
"10627",-1.2566,-2.6708
"10628",0.5147,1.9703
"10629",1.3113,1.0333
"10630",0.3641,-2.0058
"10631",-7.2111,-5.1815
"10632",-0.489,0.4631
"10633",1.366,0.2728
"10634",0.7479,0.72
"10635",0.0543,0.5699
"10636",3.4188,3.5976
"10640",-0.6734,-0.8575
"10641",0.8776,1.3254
"10642",-8.5159,-8.9203
"10643",-1.4873,-1.6184
"10644",0.788,-0.9226
"10645",0.6476,0.5009
"10650",2.4611,1.4164
"10651",-0.2186,0.0883
"10652",0.4665,0.831
"10653",-7.7583,-3.9987
"10654",0.9564,0.9502
"10655",2.6993,3.7578
"10656",-5.2194,1.1497
"10657",0.0776,-0.1554
"10658",0.4219,0.4472
"10659",-5.3256,-1.7624
"10663",-0.2784,-0.1108
"10664",0.753,-0.4038
"10666",-3.9714,-0.4164
"10667",0.579,0.1517
"10668",0.1024,-0.731
"10669",5.5398,3.1376
"10670",-0.1367,-0.2245
"10671",0.2027,-0.2284
"10672",-0.8833,-0.4339
"10673",-4.5912,-2.2827
"10675",3.0718,1.5462
"10677",-1.3336,-1.7094
"10678",-1.8794,-0.5718
"10681",-1.8272,-0.4186
"10682",-0.8738,2.0587
"10683",-0.6852,-2.318
"10686",-5.6366,-3.4759
"10687",3.6173,-6.109
"10691",-0.6328,0.0706
"10692",3.2974,1.6421
"10693",-0.7806,-0.7955
"10694",0.8145,0.2599
"10695",0.7215,0.4362
"10699",-1.6052,-0.4182
"10712",0.9583,0.9812
"10713",0.6211,0.0695
"10714",-0.3151,0.3103
"10715",3.4368,-1.8127
"10716",1.3741,3.1501
"10717",-0.4204,0.0129
"10718",-1.1531,0.4514
"10721",0.4301,1.1527
"10723",-0.3737,0.9661
"10724",-1.3087,-1.0277
"10725",-0.7497,-0.3939
"10726",1.3928,1.248
"10728",0.7412,1.2255
"10730",-0.4112,-0.5382
"10732",0.3997,0.5103
"10733",-0.0757,0.4055
"10734",1.2479,0.4053
"10735",0.4402,0.6481
"10736",-1.5087,-3.43
"10737",1.7969,0.6091
"10739",2.6374,-1.2443
"10740",0.6394,-6.1316
"10741",0.9482,0.4537
"10743",1.1635,0.5098
"10745",-1.8386,0.2304
"10746",-0.6756,-0.2284
"10747",0.7686,-0.0132
"10748",0.009,0.0675
"10749",0.6452,0.191
"10750",-1.1194,-3.7915
"10752",1.8332,-0.364
"10755",0.112,0.4346
"10758",0.2192,-0.0983
"10761",-1.7086,-3.4641
"10762",0.922,0.0214
"10763",0.4623,-0.1244
"10765",-0.6426,-0.6868
"10766",-0.2467,-1.0374
"10767",-0.5379,-0.4407
"10768",-1.055,0.6062
"10769",-6.433,-2.2441
"10771",0.0606,-0.8759
"10772",0.1741,0.6611
"10773",-0.4383,-0.3075
"10775",-0.0345,0.9943
"10776",0.3613,-0.2399
"10777",-5.247,1.7128
"10778",-0.3935,-1.2183
"10780",-0.3027,0.0727
"10781",0.1428,0.0101
"10782",-1.1406,0.294
"10783",-0.201,-0.0316
"10785",3.0912,1.7412
"10787",-0.3504,-0.4004
"10788",3.4588,4.2356
"10791",-1.2587,0.324
"10793",0.2414,0.4316
"10794",2.2531,1.1931
"10795",-0.4522,-0.3052
"10797",0.4857,0.3726
"10799",2.1381,1.6252
"10801",0.5096,0.0525
"10802",-0.6867,-0.3981
"10803",0.5149,-1.1927
"10806",-1.0328,-0.1372
"10807",1.7237,0.7866
"10808",1.1243,0.4944
"10809",-0.3334,0.3735
"10810",-5.6126,-0.9104
"10811",-3.5327,2.9309
"10813",0.9484,0.702
"10815",1.905,-3.37
"10817",1.0167,1.2885
"10818",-1.4408,-0.8835
"10819",-3.6788,-0.6163
"10821",-3.2863,2.1617
"10825",-0.591,-0.2806
"10826",-1.5137,-2.4089
"10827",-0.8092,-0.3046
"10838",0.247,-0.3224
"10840",1.0894,1.058
"10841",0.7876,0.2503
"10842",-4.3041,-1.5217
"10844",0.315,-0.4278
"10845",0.1702,-0.7355
"10846",0.7819,-2.2553
"10847",1.6326,0.5639
"10848",0.2339,2.0878
"10849",3.5036,1.4746
"10850",1.5157,-0.5892
"10855",0.5238,4.0897
"10856",0.9063,0.916
"10857",-0.8861,-0.2604
"10858",-1.621,1.4931
"10861",-0.302,2.0768
"10863",0.9669,-0.9908
"10865",2.3665,1.5303
"10866",-8.2515,2.1536
"10867",-2.0673,0.0347
"10868",0.0588,0.2934
"10869",0.7192,1.0861
"10870",0.6714,-1.196
"10873",-6.0833,2.4306
"10874",-7.7131,1.6172
"10875",-9.864,-7.3677
"10878",-2.3123,-3.7924
"10880",1.7806,0.688
"10882",3.7224,3.8226
"10884",0.9276,-0.0389
"10885",0.8708,0.6393
"10888",-2.3674,-2.3066
"10890",-0.1305,-0.0156
"10891",-3.8519,1.7173
"10892",-0.1565,0.3404
"10893",-0.7001,0.5061
"10897",0.2665,0.6726
"10898",0.7703,0.8047
"10899",0.4461,0.8035
"10900",2.2282,-2.1145
"10901",0.0794,-0.211
"10902",-0.0243,-0.2318
"10903",-1.5576,-0.6754
"10904",-0.2783,-0.6577
"10905",-1.5228,-0.1222
"10906",-0.6878,-0.2937
"10907",1.1553,0.2187
"10908",0.654,0.8209
"10910",-0.3478,-0.8887
"10911",-3.0009,-1.5545
"10912",1.839,2.9506
"10913",4.0739,0.9913
"10914",0.1927,-0.5045
"10915",0.9561,0.5045
"10916",-0.2919,-0.7608
"10919",1.5736,0.4909
"10920",-0.6498,-1.9111
"10921",1.6867,0.6986
"10922",0.6615,0.7274
"10923",-1.268,-0.9843
"10924",-0.4864,-0.6219
"10926",0.7578,0.2496
"10927",-1.2454,-0.4196
"10928",-0.6799,-1.811
"10929",0.9666,-0.2624
"10930",3.683,3.1189
"10933",-0.2832,-0.7714
"10935",0.1645,0.0154
"10936",-0.3919,-0.5985
"10938",-2.0412,-1.3496
"10939",0.2559,0.1438
"10940",1.1688,-0.0631
"10943",0.03,0.0271
"10944",-0.7914,0.3111
"10945",-0.3696,0.0183
"10946",0.1738,0.0771
"10947",0.4138,0.5679
"10948",0.8423,0.8366
"10949",1.241,0.8112
"10950",-0.18,0.6911
"10951",-0.2402,0.7173
"10952",-0.1159,-0.0125
"10953",0.6848,1.3437
"10954",0.0479,-2.437
"10955",-0.2309,0.5374
"10956",-1.0613,-0.3373
"10957",-0.8813,-0.2206
"10959",-0.117,0.1979
"10960",0.3866,0.979
"10961",0.102,0.408
"10962",1.0965,1.4961
"10963",0.732,0.8866
"10964",-10.3535,-2.6704
"10965",-0.6899,-0.5749
"10966",-0.7825,1.2235
"10969",1.7,1.3618
"10970",-1.1455,-0.59
"10971",-0.3672,-0.373
"10972",0.8191,-0.6124
"10973",-0.4563,-0.7177
"10974",2.2993,7.6732
"10975",0.8818,0.8428
"10978",-0.2573,0.1649
"10979",-0.3547,-1.9261
"10980",0.6379,0.7776
"10981",-4.9097,-0.2339
"10982",-0.2891,-0.5841
"10983",-0.424,0.6114
"10984",0.5853,-0.6183
"10985",1.4315,1.0088
"10987",0.5085,0.071
"10988",0.2627,0.0965
"10989",0.2944,0.2022
"10991",8.7474,5.8452
"10992",0.2745,0.2397
"10993",0.6252,-0.0076
"10994",0.9494,0.4527
"10998",3.0714,1.2888
"10999",2.3167,1.2488
"11000",0.7385,1.6619
"11004",-0.3208,1.3896
"11007",2.0266,1.7099
"11010",-2.841,-1.9306
"11011",-0.4135,0.1025
"11013",-0.6273,-2.6591
"11014",-0.7041,0.0103
"11015",-1.0978,-2.4108
"11016",-0.2031,-0.4581
"11017",-0.2391,-0.4286
"11018",0.4271,0.4703
"11019",1.4141,0.6393
"11020",1.9954,0.4034
"11021",0.2474,0.6289
"11022",1.1156,1.6668
"11023",-3.153,-11.7156
"11025",0.8488,2.434
"11030",-0.5178,-2.7524
"11031",-4.218,-1.389
"11033",2.7051,0.8411
"11034",-0.5119,-0.1422
"11037",-3.0776,-1.4474
"11039",-0.699,-1.9844
"11040",1.0087,0.5369
"11041",0.6424,-0.3778
"11042",-0.2707,-0.8272
"11043",-5.2939,1.588
"11044",0.2234,0.0425
"11045",-0.8515,-1.0064
"11046",-4.2701,0.0771
"11047",1.9959,2.1657
"11051",0.4451,-0.2133
"11052",0.67,0.4387
"11054",0.9305,0.7459
"11056",-0.0678,-0.1681
"11057",-1.1273,-0.3768
"11059",0.0316,0.5302
"11060",0.3631,0.1176
"11062",0.4643,0.5116
"11063",-1.7031,2.1994
"11064",-0.8941,-0.7944
"11065",1.2293,1.325
"11066",-0.0355,-0.389
"11067",-1.5749,-1.2427
"11068",1.0549,1.9413
"11069",4.0892,2.6909
"11070",0.8376,1.0095
"11072",-0.1567,0.1327
"11073",0.4906,0.6861
"11075",-5.8445,-2.9941
"11076",1.8348,-0.5978
"11077",0.4588,0.498
"11078",-0.9482,0.0672
"11079",-0.8176,0.5731
"11080",-2.0894,-0.366
"11083",1.0358,0.1493
"11091",1.5702,0.9032
"11092",0.3535,-0.6713
"11093",2.8765,1.2546
"11094",0.1982,0.16
"11095",-4.1596,-5.204
"11096",-5.8855,-3.3562
"11097",1.6612,1.443
"11098",-4.9839,-1.6615
"11099",-1.11,-1.2087
"11100",0.1913,0.518
"11101",-0.0724,-0.9533
"11102",0.9469,0.7488
"11103",0.6121,0.2164
"11104",0.05,-0.3191
"11107",-6.0872,0.0777
"11108",-0.4172,-0.1399
"11112",-0.0626,0.6144
"11113",-0.6029,0.651
"11116",-0.3107,-0.7274
"11117",-0.6577,-8.719
"11118",-1.1591,-0.9329
"11119",-1.3502,-0.4832
"11120",-0.5052,0.6069
"11123",-0.7238,2.1155
"11124",-0.6876,0.6942
"11126",-1.4964,-0.9457
"11127",-0.0995,-0.2375
"11128",0.012,0.2225
"11129",1.2923,1.0547
"11130",0.0727,0.9583
"11132",0.8387,-0.8583
"11133",-0.2458,-0.257
"11135",2.4243,1.2911
"11136",1.0557,2.0186
"11137",0.2988,-0.386
"11138",0.154,1.8551
"11140",1.3241,0.4225
"11141",-5.5067,-3.0136
"11142",1.869,0.4476
"11143",1.9574,1.2554
"11144",5.2816,0.0105
"11145",-3.5654,1.387
"11146",-0.6314,-0.0634
"11147",-1.0986,0.2612
"11149",-6.3929,1.3574
"11151",0.9821,-0.7754
"11152",0.1433,0.6272
"11153",-0.6215,0.6762
"11154",-0.7433,-1.7609
"11155",-1.3901,-0.2622
"11156",6.4428,-3.0986
"11157",-0.2811,0.2212
"11158",0.0259,-0.723
"11159",-0.3395,-0.8533
"11160",0.184,0.1333
"11161",-1.078,-0.9047
"11162",0.7397,1.0675
"11163",-0.3247,0.4587
"11164",0.6404,-0.285
"11165",0.1153,-0.497
"11166",-0.108,1.0262
"11167",-6.3321,-3.1548
"11168",-0.646,-0.0791
"11169",1.1579,0.3424
"11170",-5.0204,-3.7663
"11171",0.4361,0.697
"11173",2.8649,-3.8554
"11174",-3.9476,-3.9849
"11176",0.024,0.6234
"11177",0.996,-0.3324
"11178",1.5686,-0.3708
"11179",0.1754,-1.2258
"11180",0.6622,0.5419
"11181",2.2677,-0.4907
"11182",0.2822,-0.2874
"11183",-0.566,-1.1203
"11184",4.0867,0.4431
"11185",-1.0291,0.0552
"11186",-0.0495,1.5233
"11187",-1.0274,3.8486
"11188",0.1156,0.3346
"11189",5.5756,1.1878
"11190",0.4942,0.8212
"11191",0.1296,-3.6346
"11193",-1.6325,-1.339
"11194",0.7906,0.7682
"11196",0.2574,-0.3981
"11198",1.3835,0.6275
"11199",-5.4072,-1.775
"11200",1.7365,-0.0048
"11201",-0.6321,-1.561
"11209",2.5302,2.5358
"11212",0.5315,-0.1634
"11213",-5.3711,1.297
"11214",0.1571,-0.1148
"11215",-0.5713,-0.788
"11216",-0.6164,-0.6015
"11218",-0.2098,-0.1846
"11219",3.4954,1.9249
"11221",1.5544,1.0598
"11222",0.8851,0.7555
"11223",1.3808,1.02
"11224",1.7219,1.1154
"11226",-10.6585,-3.8613
"11227",-13.2069,-1.6255
"11228",-3.745,-0.4948
"11230",0.4495,0.7681
"11231",-0.1157,-0.4972
"11232",1.9206,1.6351
"11234",-1.2272,-0.3629
"11235",-0.5212,0.2455
"11236",-0.6172,-1.0598
"11237",-0.4037,-0.6184
"11238",-0.4392,0.2827
"11240",-1.1291,2.3975
"11243",-0.2213,0.3337
"11244",-0.6696,-0.9267
"11245",-5.0911,-2.9036
"11247",0.0906,-1.2306
"11248",-1.8267,-0.872
"11250",0.2055,-0.4323
"11251",1.0402,-1.3428
"11252",0.6061,0.4921
"11253",0.1611,0.4854
"11255",2.2548,2.4199
"11257",-4.0023,0.0238
"11258",-0.3424,0.1423
"11259",-4.0045,-6.2488
"11260",0.472,1.2079
"11261",-0.3831,-0.4563
"11262",-1.4929,-1.7119
"11264",-4.0328,1.7439
"11266",0.3545,0.9106
"11267",0.2426,0.8589
"11269",-0.0518,-0.8583
"11270",0.1147,0.5683
"11272",0.813,3.1928
"11273",1.3756,1.0288
"11274",-2.5967,-2.5833
"11275",-1.2874,0.0456
"11276",-1.0859,-0.2768
"11277",-0.484,1.1512
"11278",-2.1794,-1.2504
"11279",-6.1161,-5.1482
"11280",-6.2514,-8.8826
"11281",2.4957,1.4046
"11282",-0.1408,0.9651
"11284",0.4915,0.6045
"11285",0.8172,1.03
"11311",-0.5845,-0.0174
"11313",0.3081,1.0983
"11315",0.3301,0.8043
"11316",0.7522,0.4905
"11318",2.2678,-0.5523
"11319",0.1874,-0.726
"11320",3.6422,0.238
"11321",-0.8451,-0.7285
"11322",8.2773,2.8184
"11325",-0.0784,-0.07
"11328",-0.8574,-0.1315
"11329",-0.896,-0.1099
"11331",1.2964,0.8474
"11332",0.8392,1.7379
"11333",0.9697,0.8301
"11334",0.8229,1.258
"11335",0.8402,0.5898
"11336",-0.5371,-0.7734
"11337",-0.6423,-0.7329
"11338",1.1779,0.8747
"11339",0.3348,0.1015
"11340",-0.7523,-0.3542
"11341",2.1989,-3.3677
"11342",0.2326,-0.7475
"11343",-9.674,-2.8271
"11344",0.207,0.656
"11345",0.0227,-0.0608
"11346",-1.4014,-1.1293
"22794",0.4127,0.4222
"22795",-5.0524,-2.4113
"22796",0.7293,-0.6858
"22797",-2.0516,-3.9722
"22798",-3.4548,-1.4505
"22800",-2.9064,-0.8194
"22801",-6.7063,-8.1015
"22803",0.5356,0.0057
"22806",0.2373,1.1004
"22807",-7.0632,-1.4466
"22808",-1.4437,0.9094
"22809",0.0924,0.5797
"22818",-0.0966,0.0223
"22820",-0.462,0.0482
"22821",-0.0421,-1.0486
"22822",-0.0853,-0.0808
"22823",-0.8123,0.0355
"22824",-1.1694,0.1789
"22826",-0.391,0.1041
"22827",1.6015,0.5639
"22828",-0.2623,-0.8559
"22832",0.1595,-0.8166
"22834",0.1474,0.4569
"22835",-0.1945,-0.3287
"22836",-0.9645,-2.7116
"22837",-2.3762,-1.44
"22838",1.8357,0.5887
"22839",1.0663,0.2523
"22841",-0.4036,-0.7812
"22843",0.0803,-0.8675
"22845",0.8166,0.0188
"22846",4.22,-0.5804
"22847",-0.3456,-0.5487
"22848",-0.6709,0.3495
"22849",-2.7064,-1.2292
"22850",0.1564,-0.6883
"22852",-0.0514,-0.4866
"22853",0.8052,0.6684
"22854",-6.2227,3.4968
"22856",-1.0471,-1.8877
"22858",-0.6678,-0.6257
"22859",2.3061,0.9966
"22861",6.1928,3.3992
"22862",-1.6704,-0.5863
"22863",0.0899,-1.1122
"22864",-0.0386,0.7583
"22865",-4.6458,-4.5837
"22866",5.3537,3.4704
"22868",0.4258,-0.6498
"22869",0.5449,0.3231
"22870",0.8179,1.0292
"22871",-5.0495,-1.5986
"22872",-1.2718,-0.5666
"22873",-0.5721,-0.429
"22874",0.3029,-2.7004
"22876",-0.916,0.3299
"22877",2.6976,1.4188
"22878",-0.7586,-0.6301
"22879",0.6805,0.2638
"22880",0.7519,-0.0219
"22881",-4.1116,0.0261
"22882",-2.0762,-1.284
"22883",-1.1183,0.1103
"22884",-0.9792,-0.7732
"22885",2.9121,4.2675
"22887",-0.2088,0.4727
"22888",0.9203,0.8207
"22889",0.8202,1.1383
"22890",-0.6203,-1.3004
"22891",-5.6506,0.1149
"22893",1.3012,0.7559
"22894",-0.9247,-0.9264
"22895",3.8716,-0.9426
"22897",-0.336,0.1266
"22898",0.2673,0.3966
"22900",1.4722,-0.2939
"22901",-0.6626,-1.6735
"22902",-0.8349,-1.0345
"22903",0.3528,0.343
"22904",1.5384,1.3521
"22905",0.8708,-0.9111
"22906",-0.2445,-0.7143
"22907",1.544,1.1234
"22908",-0.7836,-0.0774
"22909",0.7424,0.4316
"22911",-1.8523,-0.9184
"22913",1.22,1.3233
"22914",2.5236,-0.576
"22915",-8.0491,-7.1729
"22916",-0.0085,0.5221
"22917",2.7291,-0.5074
"22918",7.3902,2.0214
"22919",0.6006,0.5257
"22920",-2.0439,-0.6386
"22921",-0.0859,0.1179
"22924",0.9093,1.1755
"22925",-11.7522,-11.179
"22926",-0.3819,-0.0647
"22927",0.1241,0.5307
"22928",1.5431,0.5431
"22929",0.7792,0.2119
"22930",-1.1408,-0.7491
"22931",-0.7809,-0.9109
"22932",-1.2915,0.1872
"22933",-0.6457,-0.162
"22934",0.9859,-0.0097
"22936",-3.5966,0.3198
"22937",1.6968,1.3873
"22938",0.244,-0.0737
"22941",-5.4462,-9.3981
"22943",-9.7203,3.5748
"22944",-0.7637,-0.8947
"22948",1.0757,0.1168
"22949",-6.7538,1.9965
"22950",8e-04,-0.1045
"22952",0.314,2.1397
"22953",-0.7787,-1.4187
"22954",-0.3309,-0.1775
"22955",-0.329,0.5124
"22973",0.6433,0.9837
"22974",0.6162,1.0583
"22976",1.4031,0.6997
"22977",0.9541,1.2288
"22978",-1.2394,-0.1233
"22979",-0.2286,-3.6291
"22980",0.2611,-0.3324
"22981",0.4791,1.2932
"22982",0.4325,-0.5091
"22983",5.0479,3.0694
"22984",1.9947,0.4162
"22985",0.9791,0.3675
"22986",0.3118,3.1897
"22989",-5.346,-3.223
"22990",-0.1074,-0.5926
"22992",-0.3186,-0.0163
"22993",0.9348,0.6101
"22994",1.8951,2.1137
"22995",0.2866,0.1687
"22996",0.6477,4.7095
"22997",3.3932,-2.9534
"22998",-1.4493,2.4807
"22999",-4.5523,5.31
"23001",-1.0602,-0.0441
"23002",-0.8099,-0.449
"23005",0.1379,-0.6842
"23007",3.2149,2.1929
"23008",0.1721,0.2693
"23011",0.0539,0.6542
"23012",-0.1015,-0.2244
"23013",0.3964,0.5573
"23014",0.4549,0.3685
"23015",2.0654,1.3745
"23016",1.2528,0.6466
"23017",-6.8521,-1.0243
"23019",0.7653,0.0038
"23020",0.9284,0.1891
"23022",-2.6691,-0.4302
"23023",-0.7948,-0.0095
"23024",0.2645,-5.6775
"23025",6.2301,-3.8019
"23026",-8.1127,0.137
"23028",0.6055,0.4209
"23029",-0.1434,0.0079
"23030",0.6527,0.7368
"23031",3.3762,1.2031
"23032",-1.3171,-0.1429
"23033",-1.3787,-0.6615
"23034",-1.1536,-1.8367
"23035",-0.8698,-0.6431
"23036",-0.6153,0.0802
"23037",-2.205,1.647
"23038",-0.5652,1.3431
"23039",0.8252,0.548
"23041",-0.8686,-0.3753
"23042",0.4636,0.5705
"23043",-0.9683,0.0241
"23046",5.7055,2.8232
"23047",-1.0609,-1.1952
"23048",-0.7936,-1.7315
"23049",0.1713,-0.2092
"23051",-0.2408,-0.034
"23052",-1.5713,-0.257
"23053",-0.0416,0.2313
"23054",0.7624,0.7105
"23057",-2.8535,0.7856
"23059",-0.25,-1.732
"23060",0.2431,-0.4903
"23061",-0.0994,0.5169
"23062",0.1916,-0.1875
"23063",0.1408,-0.0712
"23064",-0.271,-0.6968
"23065",0.0159,0.6063
"23066",0.6133,0.0216
"23067",0.6802,0.5933
"23070",-0.6744,-0.3264
"23071",-0.8609,-0.9034
"23072",-4.1427,-5.4883
"23074",-0.1832,0.7507
"23075",-6.8081,0.256
"23076",2.2175,0.4969
"23077",-0.7851,0.1837
"23078",-0.676,-0.2783
"23080",-0.0732,1.1805
"23081",-0.6484,-0.2419
"23082",1.752,0.2057
"23085",-1.5803,-1.5416
"23086",-3.7729,5.0319
"23087",0.6038,-0.0032
"23089",-1.9704,-4.1594
"23090",-2.6009,-8.2392
"23091",-0.0538,-0.4819
"23092",-0.1706,0.8764
"23093",0.4641,-0.2205
"23094",0.2852,1.2921
"23095",-0.2919,0.4696
"23096",-0.8202,0.6027
"23097",-0.8093,-0.7637
"23098",1.447,0.047
"23099",-0.2491,0.2285
"23101",-1.3364,0.0619
"23102",-0.3743,0.147
"23105",2.7784,4.459
"23107",0.4724,0.374
"23108",0.9367,-1.1262
"23109",5.185,0.793
"23111",-7.8222,0.0679
"23112",0.6909,-0.1053
"23113",0.3156,1.2438
"23114",2.836,-0.3514
"23116",-0.2074,-1.2581
"23117",0.3478,-0.691
"23118",-1.3345,-0.3761
"23119",1.3846,-0.1988
"23122",0.5895,0.127
"23125",0.5538,0.681
"23126",0.0141,-0.0549
"23127",2.1157,-0.3428
"23129",-0.4459,1.2449
"23130",0.2391,0.6166
"23131",0.0358,0.2635
"23132",0.8653,0.5762
"23133",1.1014,0.3545
"23135",1.0202,0.4614
"23137",-0.9741,-0.1189
"23138",1.7087,-0.6442
"23139",-0.6366,0.7097
"23140",-0.6982,-0.2448
"23141",0.1296,0.8344
"23142",0.0787,0.3762
"23143",-1.7512,-0.9153
